,iata_code,date,min_temp,max_temp,avg_temp,total_snowcm,windspeed_kmhr,precip_mm,humidity,visibility,cloud_cover,heat_indexC,wind_chillC,wind_gust,feels_like,weather_description
1363,DCA,2019-09-26,17,21,20,0.0,19,2.1,69,9,77,21,20,29,20,Light drizzle
1364,DCA,2019-09-27,22,33,29,0.0,27,5.4,64,10,13,28,27,40,28,Sunny
1365,DCA,2019-09-28,19,24,22,0.0,17,20.8,82,8,49,23,22,27,23,Moderate or heavy rain shower
1366,DCA,2019-09-29,22,28,26,0.0,26,20.6,81,9,58,27,25,39,27,Moderate or heavy rain shower
1367,DCA,2019-09-30,24,31,27,0.0,29,0.2,70,10,30,29,27,43,29,Partly cloudy
1368,DCA,2019-10-01,24,31,27,0.0,32,1.6,74,10,52,29,26,44,29,Light rain shower
1369,DCA,2019-10-02,17,28,24,0.0,16,18.1,79,9,50,24,23,27,24,Moderate or heavy rain shower
1370,DCA,2019-10-03,12,21,16,0.0,18,9.3,62,9,45,16,14,25,14,Moderate rain at times
1371,DCA,2019-10-04,13,20,17,0.0,13,2.9,76,10,70,16,16,18,16,Light rain shower
1372,DCA,2019-10-05,16,23,21,0.0,19,9.0,66,9,28,20,20,32,20,Moderate or heavy rain shower
1373,DCA,2019-10-06,13,18,15,0.0,13,0.2,57,10,17,15,14,21,14,Partly cloudy
1374,DCA,2019-10-07,10,20,16,0.0,9,0.0,47,10,0,14,14,15,14,Sunny
1375,DCA,2019-10-08,10,22,17,0.0,22,0.0,61,10,2,16,14,34,14,Sunny
1376,DCA,2019-10-09,14,23,19,0.0,31,6.3,72,10,45,19,18,45,18,Light rain shower
1377,DCA,2019-10-10,6,20,13,0.0,35,0.9,68,10,36,14,12,46,12,Cloudy
1378,DCA,2019-10-11,1,11,6,0.0,28,0.0,40,10,2,5,1,37,1,Sunny
1379,DCA,2019-10-12,4,19,13,0.0,21,0.0,38,10,5,10,8,34,8,Sunny
1380,DCA,2019-10-13,7,21,15,0.0,11,0.0,44,10,0,13,12,21,12,Sunny
1381,DCA,2019-10-14,10,23,18,0.0,14,0.0,70,10,0,17,16,21,16,Sunny
1382,DCA,2019-10-15,12,19,16,0.0,23,0.0,60,10,6,15,14,34,14,Sunny
1383,DCA,2019-10-16,5,16,11,0.0,11,0.0,50,10,0,10,8,19,8,Sunny
1384,DCA,2019-10-17,9,22,16,0.0,24,0.0,52,10,0,15,13,39,13,Sunny
1385,DCA,2019-10-18,13,23,18,0.0,29,0.5,52,10,3,17,15,44,15,Sunny
1386,DCA,2019-10-19,12,21,16,0.0,15,0.5,60,10,20,15,14,24,14,Light rain shower
1387,DCA,2019-10-20,10,22,16,0.0,26,1.5,56,10,27,15,14,40,14,Patchy rain possible
1388,DCA,2019-10-21,9,17,13,0.0,20,1.2,36,10,1,12,10,30,10,Sunny
1389,DCA,2019-10-22,7,18,13,0.0,17,0.0,37,10,6,12,10,27,10,Sunny
1390,DCA,2019-10-23,11,20,15,0.0,18,0.0,44,10,8,14,13,31,13,Sunny
1391,DCA,2019-10-24,5,8,7,0.0,27,5.1,61,9,56,7,3,38,3,Moderate rain
1392,DCA,2019-10-25,3,13,8,0.0,12,4.1,56,10,16,7,4,18,4,Patchy rain possible
1393,DCA,2019-10-26,4,16,11,0.0,13,0.0,56,10,6,9,8,20,8,Sunny
1394,DCA,2019-10-27,5,12,9,0.0,19,0.0,62,10,18,8,5,27,5,Cloudy
1395,DCA,2019-10-28,-2,6,3,0.0,23,0.0,58,10,38,2,-2,31,-2,Cloudy
1396,DCA,2019-10-29,-3,4,1,0.3,16,0.3,69,9,33,1,-4,23,-4,Moderate snow
1397,DCA,2019-10-30,-3,1,-0,0.0,31,0.8,76,5,85,-0,-6,44,-6,Blizzard
1398,DCA,2019-10-31,-6,8,2,0.0,16,0.1,48,10,2,0,-5,29,-5,Sunny
1399,DCA,2019-11-01,-1,12,6,0.0,18,0.0,49,10,7,4,1,30,1,Partly cloudy
1400,DCA,2019-11-02,0,12,6,0.0,13,0.0,56,10,5,5,2,24,2,Sunny
1401,DCA,2019-11-03,3,16,10,0.0,17,0.0,56,10,3,8,6,29,6,Sunny
1402,DCA,2019-11-04,7,14,11,0.0,14,0.0,65,10,39,9,7,22,7,Overcast
1403,DCA,2019-11-05,4,14,9,0.0,12,0.0,64,10,4,8,6,19,6,Sunny
1404,DCA,2019-11-06,7,18,14,0.0,13,0.0,74,10,40,12,10,22,10,Cloudy
1405,DCA,2019-11-07,-1,5,2,0.0,27,0.1,38,8,27,1,-4,35,-4,Blowing snow
1406,DCA,2019-11-08,-3,8,3,0.0,16,0.0,43,10,16,2,-2,24,-2,Partly cloudy
1407,DCA,2019-11-09,2,19,14,0.0,13,0.0,57,10,1,11,10,24,10,Sunny
1408,DCA,2019-11-10,8,20,14,0.0,14,0.0,61,10,16,13,12,23,12,Partly cloudy
1409,DCA,2019-11-11,-8,-2,-4,0.2,32,1.4,54,5,59,-2,-10,41,-10,Ice pellets
1410,DCA,2019-11-12,-11,2,-4,0.0,15,0.0,42,10,0,-6,-11,23,-11,Sunny
1411,DCA,2019-11-13,-4,10,4,0.0,24,0.0,42,10,7,2,-3,38,-3,Sunny
1412,DCA,2019-11-14,0,10,6,0.0,13,0.0,66,10,15,4,2,22,2,Cloudy
1413,DCA,2019-11-15,2,13,8,0.0,17,0.0,63,10,7,7,4,28,4,Partly cloudy
1414,DCA,2019-11-16,4,13,8,0.0,23,0.0,71,10,21,8,4,36,4,Partly cloudy
1415,DCA,2019-11-17,8,14,11,0.0,14,0.0,60,10,26,10,8,21,8,Cloudy
1416,DCA,2019-11-18,7,19,14,0.0,17,0.0,52,10,24,13,11,28,11,Partly cloudy
1417,DCA,2019-11-19,7,18,13,0.0,13,0.0,64,10,15,13,11,22,11,Partly cloudy
1418,DCA,2019-11-20,11,18,15,0.0,29,4.8,83,9,61,14,12,45,12,Light drizzle
1419,DCA,2019-11-21,4,9,8,0.0,23,2.2,76,10,43,9,6,33,6,Partly cloudy
1420,DCA,2019-11-22,-1,3,2,0.8,14,4.0,83,7,88,2,-2,18,-2,Heavy snow
1421,DCA,2019-11-23,-3,9,4,0.0,11,0.0,76,10,20,2,-1,17,-1,Overcast
1422,DCA,2019-11-24,3,16,10,0.0,12,0.0,54,10,1,8,6,21,6,Sunny
1423,DCA,2019-11-25,6,14,10,0.0,13,0.0,57,10,11,9,7,23,7,Partly cloudy
1424,DCA,2019-11-26,3,16,10,0.0,21,0.0,63,10,21,8,4,32,4,Partly cloudy
1425,DCA,2019-11-27,-1,6,2,0.0,20,0.0,52,10,9,2,-2,28,-2,Partly cloudy
1426,DCA,2019-11-28,-1,1,0,1.4,14,7.7,86,6,91,1,-3,21,-3,Ice pellets
1427,DCA,2019-11-29,3,6,5,0.0,24,1.0,94,9,99,4,1,45,1,Light rain shower
1428,DCA,2019-11-30,3,12,8,0.0,31,0.4,56,10,24,7,3,52,3,Partly cloudy
1429,DCA,2019-12-01,-0,6,3,0.0,33,0.0,52,10,8,2,-4,48,-4,Sunny
1430,DCA,2019-12-02,-2,9,4,0.0,13,0.0,58,10,16,2,-1,23,-1,Sunny
1431,DCA,2019-12-03,1,15,8,0.0,14,0.0,61,10,4,7,4,24,4,Sunny
1432,DCA,2019-12-04,4,14,9,0.0,11,0.0,58,10,18,9,6,21,6,Partly cloudy
1433,DCA,2019-12-05,7,14,10,0.0,14,0.0,67,10,47,10,8,23,8,Overcast
1434,DCA,2019-12-06,2,7,4,0.0,20,0.0,72,10,40,5,1,28,1,Overcast
1435,DCA,2019-12-07,-0,10,5,0.0,15,0.0,74,10,2,4,1,25,1,Partly cloudy
1436,DCA,2019-12-08,4,12,8,0.0,12,0.0,72,10,47,7,5,21,5,Overcast
1437,DCA,2019-12-09,-3,6,3,0.0,20,0.0,58,10,24,3,-1,29,-1,Overcast
1438,DCA,2019-12-10,-4,6,2,0.0,11,0.0,47,10,7,-0,-3,20,-3,Sunny
1439,DCA,2019-12-11,-2,9,4,0.0,21,0.0,61,10,14,3,-2,36,-2,Cloudy
1440,DCA,2019-12-12,6,11,9,0.0,24,0.0,63,10,49,8,4,37,4,Cloudy
1441,DCA,2019-12-13,4,14,9,0.0,12,0.0,70,10,24,8,7,22,7,Partly cloudy
1442,DCA,2019-12-14,-0,5,3,0.0,14,0.0,71,10,36,3,-1,23,-1,Cloudy
1443,DCA,2019-12-15,-6,-1,-2,0.9,19,1.0,80,8,73,-3,-8,24,-8,Heavy snow
1444,DCA,2019-12-16,-7,-2,-5,4.0,18,5.0,88,7,50,-5,-11,25,-11,Heavy snow
1445,DCA,2019-12-17,-7,3,-2,0.0,12,0.0,79,10,3,-3,-8,21,-8,Sunny
1446,DCA,2019-12-18,-4,6,1,0.0,12,0.0,71,10,0,-0,-4,22,-4,Sunny
1447,DCA,2019-12-19,-2,10,4,0.0,21,0.0,52,10,15,3,-1,39,-1,Cloudy
1448,DCA,2019-12-20,2,10,6,0.0,18,0.0,58,10,8,5,1,30,1,Sunny
1449,DCA,2019-12-21,0,10,5,0.0,12,0.0,71,10,0,4,2,20,2,Sunny
1450,DCA,2019-12-22,-0,10,5,0.0,17,0.0,70,10,0,4,0,32,0,Sunny
1451,DCA,2019-12-23,2,14,8,0.0,21,0.0,69,10,25,6,3,38,3,Partly cloudy
1452,DCA,2019-12-24,6,17,11,0.0,25,0.0,57,10,38,10,7,44,7,Overcast
1453,DCA,2019-12-25,9,18,13,0.0,27,0.0,56,10,11,12,10,46,10,Sunny
1454,DCA,2019-12-26,1,8,5,0.0,13,0.0,51,10,22,6,3,24,3,Partly cloudy
1455,DCA,2019-12-27,0,5,3,0.0,15,9.8,71,9,60,3,-1,24,-1,Moderate or heavy rain with thunder
1456,DCA,2019-12-28,7,13,12,0.0,25,18.6,95,9,79,11,8,40,8,Moderate or heavy rain with thunder
1457,DCA,2019-12-29,-0,4,2,0.0,21,0.0,73,8,48,2,-3,32,-3,Blowing snow
1458,DCA,2019-12-30,0,5,3,0.0,27,0.0,58,10,5,2,-4,41,-4,Sunny
1459,DCA,2019-12-31,-1,9,4,0.0,15,0.0,50,10,9,2,-2,25,-2,Sunny
1460,DFW,2018-01-01,-17,-10,-14,0.0,12,0.0,45,10,21,-14,-21,16,-21,Partly cloudy
1461,DFW,2018-01-02,-13,-5,-9,0.0,9,0.0,36,10,49,-10,-14,13,-14,Overcast
1462,DFW,2018-01-03,-8,2,-2,0.0,13,0.0,54,10,6,-4,-8,23,-8,Sunny
1463,DFW,2018-01-04,-7,4,-2,0.0,11,0.0,56,10,17,-3,-6,18,-6,Partly cloudy
1464,DFW,2018-01-05,-3,5,0,0.0,13,0.0,63,10,12,-1,-5,23,-5,Sunny
1465,DFW,2018-01-06,-6,5,-1,0.0,14,0.0,55,10,19,-2,-6,22,-6,Sunny
1466,DFW,2018-01-07,3,8,6,0.0,18,5.7,89,9,67,6,2,31,2,Moderate rain
1467,DFW,2018-01-08,-0,11,5,0.0,12,0.0,73,10,19,4,1,22,1,Partly cloudy
1468,DFW,2018-01-09,3,14,8,0.0,24,0.0,68,10,32,7,3,38,3,Partly cloudy
1469,DFW,2018-01-10,6,15,11,0.0,32,0.0,72,10,14,9,5,48,5,Partly cloudy
1470,DFW,2018-01-11,-9,-1,-5,0.7,34,3.6,76,8,56,-2,-10,45,-10,Ice pellets
1471,DFW,2018-01-12,-13,-6,-9,0.0,19,0.0,66,10,46,-10,-17,25,-17,Overcast
1472,DFW,2018-01-13,-12,-4,-8,0.0,10,0.0,62,10,44,-8,-13,15,-13,Partly cloudy
1473,DFW,2018-01-14,-5,6,1,0.0,13,0.0,55,10,47,-0,-5,21,-5,Cloudy
1474,DFW,2018-01-15,-12,-3,-7,0.0,25,4.7,74,6,67,-5,-13,35,-13,Blizzard
1475,DFW,2018-01-16,-16,-9,-13,0.0,16,0.0,64,10,26,-13,-20,21,-20,Partly cloudy
1476,DFW,2018-01-17,-13,-0,-7,0.0,14,0.0,55,10,0,-8,-14,23,-14,Sunny
1477,DFW,2018-01-18,-6,9,2,0.0,22,0.0,47,10,1,-0,-5,39,-5,Sunny
1478,DFW,2018-01-19,-1,13,6,0.0,24,0.0,58,10,6,5,0,44,0,Sunny
1479,DFW,2018-01-20,5,15,10,0.0,23,0.0,82,10,19,9,6,40,6,Cloudy
1480,DFW,2018-01-21,7,16,11,0.0,20,0.0,70,10,27,10,8,35,8,Overcast
1481,DFW,2018-01-22,2,4,4,0.0,36,0.2,66,9,63,3,-2,50,-2,Blowing snow
1482,DFW,2018-01-23,-2,8,3,0.0,16,0.0,58,10,2,2,-2,27,-2,Sunny
1483,DFW,2018-01-24,-1,12,6,0.0,15,0.0,60,10,1,4,1,27,1,Sunny
1484,DFW,2018-01-25,5,17,11,0.0,29,0.0,34,10,0,9,6,50,6,Sunny
1485,DFW,2018-01-26,8,16,12,0.0,33,0.0,52,10,18,11,7,51,7,Overcast
1486,DFW,2018-01-27,2,13,7,0.0,13,0.0,42,10,3,7,4,21,4,Sunny
1487,DFW,2018-01-28,-2,14,8,0.0,16,0.0,40,10,13,6,3,24,3,Partly cloudy
1488,DFW,2018-01-29,-5,4,-1,0.0,14,0.0,45,10,10,-2,-6,20,-6,Partly cloudy
1489,DFW,2018-01-30,-2,12,6,0.0,28,0.0,47,10,8,4,-1,44,-1,Sunny
1490,DFW,2018-01-31,6,13,9,0.0,20,0.0,53,10,11,9,6,34,6,Partly cloudy
1491,DFW,2018-02-01,-4,3,2,0.0,21,0.0,46,10,19,2,-3,31,-3,Partly cloudy
1492,DFW,2018-02-02,-6,5,-0,0.0,16,0.0,37,10,16,-1,-5,23,-5,Sunny
1493,DFW,2018-02-03,1,10,5,0.0,22,0.1,49,10,20,4,0,34,0,Partly cloudy
1494,DFW,2018-02-04,-10,-2,-5,0.5,25,0.6,58,9,27,-4,-10,34,-10,Patchy heavy snow
1495,DFW,2018-02-05,-11,6,-2,0.0,21,0.0,55,10,7,-5,-11,28,-11,Sunny
1496,DFW,2018-02-06,-9,-1,-5,0.0,16,0.0,54,10,31,-6,-12,21,-12,Partly cloudy
1497,DFW,2018-02-07,-9,2,-3,0.0,11,0.0,57,10,8,-4,-8,17,-8,Sunny
1498,DFW,2018-02-08,-3,13,6,0.0,20,0.0,48,10,5,4,0,34,0,Sunny
1499,DFW,2018-02-09,-5,4,1,0.0,25,0.0,59,10,10,1,-4,38,-4,Sunny
1500,DFW,2018-02-10,-9,-5,-7,0.2,25,0.2,63,9,93,-7,-15,31,-15,Overcast
1501,DFW,2018-02-11,-10,1,-4,0.0,12,0.0,67,10,38,-5,-10,17,-10,Cloudy
1502,DFW,2018-02-12,-6,4,-1,0.0,15,0.0,43,10,7,-2,-6,23,-6,Sunny
1503,DFW,2018-02-13,-3,11,5,0.0,20,0.0,65,10,26,3,-1,33,-1,Partly cloudy
1504,DFW,2018-02-14,3,21,12,0.0,20,0.0,69,10,32,10,8,32,8,Partly cloudy
1505,DFW,2018-02-15,11,21,18,0.0,23,0.0,41,10,60,17,16,39,16,Cloudy
1506,DFW,2018-02-16,-2,4,2,0.0,23,0.0,48,10,18,2,-2,29,-2,Partly cloudy
1507,DFW,2018-02-17,2,14,8,0.0,19,0.0,51,10,20,7,4,27,4,Partly cloudy
1508,DFW,2018-02-18,5,16,11,0.0,34,0.0,58,10,34,10,6,51,6,Overcast
1509,DFW,2018-02-19,1,13,7,0.0,25,0.3,62,10,46,8,6,35,6,Patchy rain possible
1510,DFW,2018-02-20,-4,1,-1,0.0,25,0.7,46,8,46,-1,-7,31,-7,Moderate or heavy freezing rain
1511,DFW,2018-02-21,-8,-1,-4,0.3,23,0.4,48,10,40,-5,-11,28,-11,Light snow
1512,DFW,2018-02-22,-4,0,-2,1.4,9,5.1,90,5,96,-2,-5,12,-5,Moderate or heavy freezing rain
1513,DFW,2018-02-23,-5,5,2,0.0,9,0.2,82,10,49,0,-3,13,-3,Overcast
1514,DFW,2018-02-24,0,7,4,0.0,12,0.5,71,9,53,3,0,17,0,Overcast
1515,DFW,2018-02-25,-0,11,6,0.0,10,0.0,48,10,7,5,3,15,3,Partly cloudy
1516,DFW,2018-02-26,2,16,9,0.0,16,0.0,56,10,0,8,6,26,6,Sunny
1517,DFW,2018-02-27,7,18,13,0.0,25,0.0,75,10,22,12,9,40,9,Partly cloudy
1518,DFW,2018-02-28,9,20,15,0.0,19,0.0,77,10,50,13,12,26,12,Cloudy
1519,DFW,2018-03-01,2,13,7,0.0,19,0.0,41,10,0,6,3,27,3,Sunny
1520,DFW,2018-03-02,3,17,10,0.0,22,0.0,43,10,1,9,6,36,6,Sunny
1521,DFW,2018-03-03,8,20,14,0.0,33,0.0,71,10,42,13,12,47,12,Overcast
1522,DFW,2018-03-04,12,17,16,0.0,35,0.4,81,9,76,15,14,51,14,Light drizzle
1523,DFW,2018-03-05,7,13,11,0.0,31,0.2,44,10,11,12,9,43,9,Sunny
1524,DFW,2018-03-06,1,10,7,0.0,33,0.0,30,10,16,6,1,46,1,Partly cloudy
1525,DFW,2018-03-07,-3,11,5,0.0,15,0.0,47,10,4,3,-0,22,-0,Sunny
1526,DFW,2018-03-08,-2,13,7,0.0,13,0.0,43,10,9,5,3,21,3,Partly cloudy
1527,DFW,2018-03-09,5,22,14,0.0,9,0.0,50,10,34,12,10,15,10,Overcast
1528,DFW,2018-03-10,8,19,15,0.0,11,0.1,45,10,40,13,12,19,12,Partly cloudy
1529,DFW,2018-03-11,3,9,6,0.0,25,0.3,55,9,17,6,2,33,2,Sunny
1530,DFW,2018-03-12,-2,11,6,0.0,12,0.0,48,10,2,4,1,18,1,Sunny
1531,DFW,2018-03-13,0,12,7,0.0,11,0.0,38,10,7,6,3,17,3,Sunny
1532,DFW,2018-03-14,1,18,11,0.0,19,0.0,36,10,3,9,7,30,7,Sunny
1533,DFW,2018-03-15,9,23,17,0.0,31,0.0,46,10,5,16,14,49,14,Sunny
1534,DFW,2018-03-16,8,20,17,0.0,36,0.2,49,10,9,16,15,53,15,Partly cloudy
1535,DFW,2018-03-17,3,15,10,0.0,15,0.0,53,10,12,9,6,22,6,Sunny
1536,DFW,2018-03-18,3,13,9,0.0,16,2.9,76,10,49,8,5,25,5,Light rain shower
1537,DFW,2018-03-19,5,8,6,0.0,33,26.9,84,6,93,7,3,44,3,Torrential rain shower
1538,DFW,2018-03-20,2,12,7,0.0,20,0.0,68,10,44,6,2,27,2,Cloudy
1539,DFW,2018-03-21,1,16,10,0.0,8,0.0,61,10,6,8,7,13,7,Sunny
1540,DFW,2018-03-22,6,22,16,0.0,19,0.0,60,10,13,14,12,32,12,Sunny
1541,DFW,2018-03-23,13,22,19,0.0,26,0.0,77,10,39,18,17,40,17,Thundery outbreaks possible
1542,DFW,2018-03-24,7,17,14,0.0,23,0.0,66,10,8,14,12,33,12,Sunny
1543,DFW,2018-03-25,4,14,10,0.0,20,1.6,71,10,52,9,6,26,6,Patchy rain possible
1544,DFW,2018-03-26,7,19,15,0.0,18,11.0,89,9,97,13,12,27,12,Light rain shower
1545,DFW,2018-03-27,4,11,8,0.0,18,1.4,70,9,35,7,4,24,4,Patchy light drizzle
1546,DFW,2018-03-28,4,15,11,0.0,7,0.0,76,10,37,9,8,10,8,Cloudy
1547,DFW,2018-03-29,4,11,8,0.0,15,0.0,74,10,34,7,5,22,5,Cloudy
1548,DFW,2018-03-30,1,16,10,0.0,13,0.0,57,10,20,8,7,20,7,Sunny
1549,DFW,2018-03-31,9,16,13,0.0,26,0.1,58,10,18,12,10,39,10,Sunny
1550,DFW,2018-04-01,-2,2,-0,0.0,22,0.0,50,10,40,-0,-5,28,-5,Overcast
1551,DFW,2018-04-02,-4,11,5,0.0,17,0.0,68,10,14,3,-1,24,-1,Sunny
1552,DFW,2018-04-03,1,10,7,0.0,35,0.0,61,10,28,7,3,50,3,Overcast
1553,DFW,2018-04-04,-4,11,5,0.0,16,0.0,48,10,18,4,1,24,1,Overcast
1554,DFW,2018-04-05,6,19,14,0.0,18,0.0,53,10,48,12,10,29,10,Overcast
1555,DFW,2018-04-06,-5,7,4,0.0,29,0.2,66,9,64,4,-1,38,-1,Blizzard
1556,DFW,2018-04-07,-8,5,-1,0.2,16,0.2,54,9,36,-2,-7,22,-7,Partly cloudy
1557,DFW,2018-04-08,-0,11,7,0.1,19,0.7,60,9,32,5,1,28,1,Patchy heavy snow
1558,DFW,2018-04-09,3,10,7,0.0,15,0.4,78,9,41,6,3,23,3,Patchy rain possible
1559,DFW,2018-04-10,-0,20,12,0.0,18,0.0,63,10,13,9,8,29,8,Partly cloudy
1560,DFW,2018-04-11,11,26,20,0.0,31,0.0,50,10,5,18,17,52,17,Sunny
1561,DFW,2018-04-12,15,28,23,0.0,33,0.0,62,10,0,22,21,52,22,Sunny
1562,DFW,2018-04-13,8,25,22,0.0,33,0.0,50,10,5,22,20,49,20,Sunny
1563,DFW,2018-04-14,-1,5,3,0.0,42,0.1,59,8,95,3,-4,53,-4,Blowing snow
1564,DFW,2018-04-15,-3,8,3,0.0,28,0.0,62,10,26,1,-5,37,-5,Patchy light snow
1565,DFW,2018-04-16,-5,15,7,0.0,12,0.0,66,10,6,5,2,20,2,Sunny
1566,DFW,2018-04-17,5,27,18,0.0,21,0.0,59,10,7,17,15,37,15,Sunny
1567,DFW,2018-04-18,6,16,13,0.0,36,0.0,49,10,5,12,10,50,10,Sunny
1568,DFW,2018-04-19,1,15,10,0.0,14,0.0,60,10,0,8,6,22,6,Sunny
1569,DFW,2018-04-20,5,17,13,0.0,20,0.0,63,10,31,11,9,30,9,Partly cloudy
1570,DFW,2018-04-21,6,9,8,0.0,17,30.9,90,8,98,8,5,25,5,Moderate rain
1571,DFW,2018-04-22,5,15,11,0.0,22,0.3,82,10,83,10,7,32,7,Overcast
1572,DFW,2018-04-23,8,21,17,0.0,9,0.0,70,10,23,14,13,16,13,Partly cloudy
1573,DFW,2018-04-24,10,22,16,0.0,16,0.1,66,10,31,14,13,23,13,Overcast
1574,DFW,2018-04-25,7,12,10,0.0,23,24.2,82,7,79,9,6,31,6,Heavy rain
1575,DFW,2018-04-26,4,20,14,0.0,7,0.0,69,10,21,12,11,12,11,Overcast
1576,DFW,2018-04-27,7,23,17,0.0,13,0.0,51,10,2,15,14,23,14,Sunny
1577,DFW,2018-04-28,9,22,17,0.0,16,0.0,55,10,1,16,14,26,14,Sunny
1578,DFW,2018-04-29,11,26,20,0.0,29,0.5,64,10,14,18,17,44,17,Partly cloudy
1579,DFW,2018-04-30,17,25,21,0.0,41,0.0,66,10,25,21,21,58,21,Thundery outbreaks possible
1580,DFW,2018-05-01,20,22,21,0.0,36,0.5,80,9,78,22,21,52,21,Light rain shower
1581,DFW,2018-05-02,21,26,23,0.0,27,38.6,83,7,71,24,22,43,24,Torrential rain shower
1582,DFW,2018-05-03,17,27,24,0.0,22,0.0,66,10,8,22,22,35,22,Sunny
1583,DFW,2018-05-04,11,23,19,0.0,14,0.0,62,10,7,18,16,20,16,Sunny
1584,DFW,2018-05-05,13,27,23,0.0,12,0.0,48,10,4,20,20,20,20,Sunny
1585,DFW,2018-05-06,15,30,24,0.0,15,0.1,50,10,11,21,21,26,21,Sunny
1586,DFW,2018-05-07,17,30,25,0.0,16,0.1,54,10,23,24,23,26,24,Thundery outbreaks possible
1587,DFW,2018-05-08,21,31,26,0.0,22,0.0,51,10,35,26,24,37,26,Cloudy
1588,DFW,2018-05-09,18,31,26,0.0,9,2.9,54,10,5,24,24,16,24,Sunny
1589,DFW,2018-05-10,18,31,25,0.0,18,12.4,68,9,16,24,23,28,24,Moderate rain at times
1590,DFW,2018-05-11,21,32,27,0.0,36,0.0,53,10,6,27,25,53,27,Sunny
1591,DFW,2018-05-12,22,32,28,0.0,22,0.0,59,10,12,28,26,34,28,Sunny
1592,DFW,2018-05-13,22,31,27,0.0,24,0.0,69,9,32,28,26,35,28,Thundery outbreaks possible
1593,DFW,2018-05-14,20,31,27,0.0,14,33.3,75,7,29,27,25,21,27,Patchy light rain with thunder
1594,DFW,2018-05-15,17,26,23,0.0,10,12.9,75,9,20,22,22,16,22,Thundery outbreaks possible
1595,DFW,2018-05-16,17,27,24,0.0,6,9.1,72,9,24,23,22,9,23,Patchy light rain with thunder
1596,DFW,2018-05-17,17,30,25,0.0,11,0.1,67,10,7,24,23,18,24,Sunny
1597,DFW,2018-05-18,17,28,24,0.0,21,4.2,73,10,9,24,23,32,24,Sunny
1598,DFW,2018-05-19,20,27,24,0.0,13,5.4,78,9,26,24,23,20,24,Thundery outbreaks possible
1599,DFW,2018-05-20,14,22,18,0.0,14,7.3,80,9,42,18,17,20,17,Light rain shower
1600,DFW,2018-05-21,12,27,22,0.0,10,0.0,72,8,11,19,19,16,19,Mist
1601,DFW,2018-05-22,17,31,26,0.0,17,0.0,72,9,9,25,24,28,25,Mist
1602,DFW,2018-05-23,19,31,27,0.0,18,0.1,70,10,13,26,25,28,26,Partly cloudy
1603,DFW,2018-05-24,19,31,27,0.0,18,0.1,70,10,19,26,25,26,26,Partly cloudy
1604,DFW,2018-05-25,20,32,27,0.0,13,9.6,69,9,6,26,25,21,26,Patchy light rain with thunder
1605,DFW,2018-05-26,20,35,29,0.0,15,0.0,62,10,0,28,27,24,28,Sunny
1606,DFW,2018-05-27,21,34,29,0.0,18,0.0,63,10,22,28,27,28,28,Cloudy
1607,DFW,2018-05-28,21,32,28,0.0,20,0.0,64,10,17,28,26,29,28,Sunny
1608,DFW,2018-05-29,22,31,28,0.0,12,9.2,69,9,26,28,26,18,28,Patchy light rain with thunder
1609,DFW,2018-05-30,19,33,28,0.0,9,0.2,66,10,6,27,26,14,27,Sunny
1610,DFW,2018-05-31,21,32,28,0.0,8,25.4,64,9,14,28,26,12,28,Heavy rain at times
1611,DFW,2018-06-01,22,35,31,0.0,23,0.0,69,10,4,32,29,34,32,Sunny
1612,DFW,2018-06-02,21,29,27,0.0,23,0.0,57,10,1,27,26,34,27,Sunny
1613,DFW,2018-06-03,17,30,26,0.0,6,0.0,43,10,8,23,23,12,23,Sunny
1614,DFW,2018-06-04,19,29,25,0.0,18,1.6,55,10,28,24,23,28,24,Cloudy
1615,DFW,2018-06-05,19,33,27,0.0,16,2.2,73,10,24,26,25,24,26,Thundery outbreaks possible
1616,DFW,2018-06-06,21,35,30,0.0,17,0.0,70,10,13,30,28,26,30,Partly cloudy
1617,DFW,2018-06-07,23,29,27,0.0,17,10.4,72,9,25,28,26,25,28,Moderate or heavy rain shower
1618,DFW,2018-06-08,20,34,29,0.0,17,0.2,65,10,16,28,27,25,28,Partly cloudy
1619,DFW,2018-06-09,24,36,31,0.0,26,0.0,56,10,6,31,29,37,31,Sunny
1620,DFW,2018-06-10,25,37,32,0.0,29,0.0,48,10,5,32,30,42,32,Sunny
1621,DFW,2018-06-11,25,37,32,0.0,25,2.0,51,10,9,33,31,35,33,Thundery outbreaks possible
1622,DFW,2018-06-12,24,35,30,0.0,16,3.2,66,10,10,32,29,21,32,Thundery outbreaks possible
1623,DFW,2018-06-13,24,34,30,0.0,15,9.7,72,9,37,32,28,20,32,Patchy light rain with thunder
1624,DFW,2018-06-14,25,37,33,0.0,27,0.0,48,10,5,32,31,38,32,Sunny
1625,DFW,2018-06-15,26,36,32,0.0,32,0.0,44,10,8,32,31,44,32,Sunny
1626,DFW,2018-06-16,26,35,32,0.0,31,0.0,52,10,12,32,30,42,32,Sunny
1627,DFW,2018-06-17,26,35,31,0.0,29,0.0,54,10,18,32,30,39,32,Partly cloudy
1628,DFW,2018-06-18,25,34,31,0.0,25,1.8,60,10,22,32,29,34,32,Patchy light rain with thunder
1629,DFW,2018-06-19,24,32,29,0.0,22,9.0,67,9,21,30,28,30,30,Patchy light rain with thunder
